UTC time string, UTC time with nanoseconds integer, local time string, UTC time string, elapsed_time, UTC time integer, monotonic seconds, monotonic nanoseconds
2017-01-04T21:17:24.900091655Z, 20170104211724900091655, 2017-01-04T16:17:24.900091655-05:00, 2017-01-04T21:17:24.900091655Z, 60, 20170104211724, 99083, 376644657
2017-01-04T21:17:25.000064208Z, 20170104211725000064208, 2017-01-04T16:17:25.000064208-05:00, 2017-01-04T21:17:25.000064208Z, 61, 20170104211725, 99083, 476617423
2017-01-04T21:17:25.100067864Z, 20170104211725100067864, 2017-01-04T16:17:25.100067864-05:00, 2017-01-04T21:17:25.100067864Z, 61, 20170104211725, 99083, 576620985
2017-01-04T21:17:25.200131018Z, 20170104211725200131018, 2017-01-04T16:17:25.200131018-05:00, 2017-01-04T21:17:25.200131018Z, 61, 20170104211725, 99083, 676684248
2017-01-04T21:17:25.300131506Z, 20170104211725300131506, 2017-01-04T16:17:25.300131506-05:00, 2017-01-04T21:17:25.300131506Z, 61, 20170104211725, 99083, 776684607
2017-01-04T21:17:25.400287242Z, 20170104211725400287242, 2017-01-04T16:17:25.400287242-05:00, 2017-01-04T21:17:25.400287242Z, 61, 20170104211725, 99083, 876840453
2017-01-04T21:17:25.500061851Z, 20170104211725500061851, 2017-01-04T16:17:25.500061851-05:00, 2017-01-04T21:17:25.500061851Z, 61, 20170104211725, 99083, 976614960
2017-01-04T21:17:25.600124744Z, 20170104211725600124744, 2017-01-04T16:17:25.600124744-05:00, 2017-01-04T21:17:25.600124744Z, 61, 20170104211725, 99084, 76677764
2017-01-04T21:17:25.700124708Z, 20170104211725700124708, 2017-01-04T16:17:25.700124708-05:00, 2017-01-04T21:17:25.700124708Z, 61, 20170104211725, 99084, 176677691
2017-01-04T21:17:25.800066568Z, 20170104211725800066568, 2017-01-04T16:17:25.800066568-05:00, 2017-01-04T21:17:25.800066568Z, 61, 20170104211725, 99084, 276619527
2017-01-04T21:17:25.900114925Z, 20170104211725900114925, 2017-01-04T16:17:25.900114925-05:00, 2017-01-04T21:17:25.900114925Z, 61, 20170104211725, 99084, 376667880
2017-01-04T21:17:26.000077153Z, 20170104211726000077153, 2017-01-04T16:17:26.000077153-05:00, 2017-01-04T21:17:26.000077153Z, 62, 20170104211726, 99084, 476630131
2017-01-04T21:17:26.100071531Z, 20170104211726100071531, 2017-01-04T16:17:26.100071531-05:00, 2017-01-04T21:17:26.100071531Z, 62, 20170104211726, 99084, 576624806
2017-01-04T21:17:26.200065769Z, 20170104211726200065769, 2017-01-04T16:17:26.200065769-05:00, 2017-01-04T21:17:26.200065769Z, 62, 20170104211726, 99084, 676618731
2017-01-04T21:17:26.300116630Z, 20170104211726300116630, 2017-01-04T16:17:26.300116630-05:00, 2017-01-04T21:17:26.300116630Z, 62, 20170104211726, 99084, 776669812
2017-01-04T21:17:26.400115100Z, 20170104211726400115100, 2017-01-04T16:17:26.400115100-05:00, 2017-01-04T21:17:26.400115100Z, 62, 20170104211726, 99084, 876668298
2017-01-04T21:17:26.500064653Z, 20170104211726500064653, 2017-01-04T16:17:26.500064653-05:00, 2017-01-04T21:17:26.500064653Z, 62, 20170104211726, 99084, 976617831
2017-01-04T21:17:26.600102097Z, 20170104211726600102097, 2017-01-04T16:17:26.600102097-05:00, 2017-01-04T21:17:26.600102097Z, 62, 20170104211726, 99085, 76655194
2017-01-04T21:17:26.700063606Z, 20170104211726700063606, 2017-01-04T16:17:26.700063606-05:00, 2017-01-04T21:17:26.700063606Z, 62, 20170104211726, 99085, 176616867
2017-01-04T21:17:26.800106167Z, 20170104211726800106167, 2017-01-04T16:17:26.800106167-05:00, 2017-01-04T21:17:26.800106167Z, 62, 20170104211726, 99085, 276659525
2017-01-04T21:17:26.900083228Z, 20170104211726900083228, 2017-01-04T16:17:26.900083228-05:00, 2017-01-04T21:17:26.900083228Z, 62, 20170104211726, 99085, 376636478
2017-01-04T21:17:27.000137330Z, 20170104211727000137330, 2017-01-04T16:17:27.000137330-05:00, 2017-01-04T21:17:27.000137330Z, 63, 20170104211727, 99085, 476690408
